InspectionUID,FacilityHashID,InspectionDate,InpsectionHashID,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5755641,68132,3/17/19 0:00,6EA1ED4B-5056-A20B-FA4C6D8C69A67852,TEOTHIHUACAN MEXICAN CAFE #3,6579 W BELLFORT,77035,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5755796,AA55FF16-CD06-19CB-CFC63B3D15E27A9D,3/18/19 0:00,9C464FD6-5056-A20B-FA7A40B9776E8939,TAQUERIA EL CHINO,12825 S POST OAK STE L,77045,Restaurant - Full Service,MEXICAN / HISPANIC,4,MEDIUM
5755876,61260,3/18/19 0:00,A467B09C-5056-A20B-FAF82A95566747EC,HARRY'S RESTAURANT,318 TUAM,77006,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5755881,71103,3/18/19 0:00,ADD51FFF-5056-A20B-FA3E8BBAD0623A38,SUBWAY # 33728,9855   BLACKHAWK,77075,Restaurant - Single Service,DELI,6,MEDIUM
5755907,54155,3/14/19 0:00,C3EDCD6D-5056-A20B-FAB9970A2312997A,CHURCH'S CHICKEN #1495,925 E TIDWELL,77022,Restaurant - Single Service,CHICKEN,8,HIGH
5756014,70900,3/19/19 0:00,D0C06961-5056-A20B-FAE51E15B5316EE9,STARBUCKS COFFEE # 9374,11200 NORTHWEST  FWY STE 101,77092,Restaurant - Single Service,"BEVERAGES, ETC.",4,MEDIUM
5702506,DCD2349D-98FE-3592-1A19FE61AB25FD92,1/22/19 0:00,90509E87-5056-A20B-FA903A4629DCBE4A,TAQUERIA CHAPIN - South West,6375 SKYLINE,77057,"Mobile - Conventional, Unrestricted , Non-motorized",,6,HIGH
5702588,675,1/23/19 0:00,B30386F2-5056-A20B-FA6292D6935ADF56,MCDONALDS #2001,3025 ELLA BLVD,77018,Restaurant - Single Service,"BURGERS, ETC.",5,MEDIUM
5702671,BACA9068-BFB2-015F-31663D03439CE438,1/21/19 0:00,C00C861B-5056-A20B-FA8062B32BF5FD74,ALBERT'S DELI,2910 ANTOINE DR,77092,Restaurant - Single Service,,0,LOW
5702881,B95457CE-AF24-A1A5-0EB4CC4DE575A603,1/24/19 0:00,F6F703FE-5056-A20B-FA4A6B6553E2D695,M.K. HOT POT CITY,8300 W SAM HOUSTON PKWY,77072,Restaurant - Full Service,CHINESE,5,HIGH
5702955,63779,1/23/19 0:00,828F42C0-5056-A20B-FAE54DA7568BB006,FLEMING FOOD STORE,12340 FLEMING,77013,Restaurant - Single Service,,0,MEDIUM
5703021,98197ED6-00DB-3737-1725D9DD3B8188FD,1/27/19 0:00,8F7AA45A-5056-A20B-FA5EDAA8A41B4F71,THE SKY BOX,11312 WESTHEIMER RD STE E,77077,Restaurant - Full Service,"BURGERS, ETC.",6,HIGH
5703060,79D4E62F-F9A6-E897-4FDDDCCD0989EE8A,1/27/19 0:00,927C63D2-5056-A20B-FADA5CF461638A3F,PIZZA HUT # 027186,17254 TOMBALL PARKWAY,77064,Restaurant - Single Service,PIZZA,3,MEDIUM
5703171,66E5534F-971C-3FFA-CB2BAF16055B0032,1/28/19 0:00,C1541AA3-5056-A20B-FABF1686AD7EC8D5,AFGHAN'S DASTARKHWAN,6800 SOUTHWEST FWY STE C,77074,Restaurant - Full Service,,6,HIGH
5703205,75525,1/22/19 0:00,C4CBF02A-5056-A20B-FAA54168CB110FE5,GLASS WALL,933 STUDEWOOD,77008,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5703220,63831,1/28/19 0:00,C5BF0D9D-5056-A20B-FAAA8C8F4C6EA8DD,SPARROW BAR & COOK SHOP,3701 TRAVIS,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5703325,46129,1/29/19 0:00,ED0769B0-5056-A20B-FA44E8AD5CBAB9D0,ALCON LABS CAFETERIA,2650 W BELLFORT,77054,Restaurant - Full Service,CAFETERIA,6,HIGH
5703333,A3FA7BD4-E438-BFCC-CDDBCDA94EE7A16B,1/29/19 0:00,EDF274C6-5056-A20B-FAD02F2C61B721B4,SMOOTHIE KING,7918 KIRBY DR,77054,Restaurant - Single Service,DESSERTS,4,MEDIUM
5703430,F2E9B74B-D457-7941-FFD624DB55970372,1/29/19 0:00,F6B22EE7-5056-A20B-FA54B5549B4EB17E,LA CHATTA,13335 DULUTH ST,77015,Restaurant - Full Service,LOCAL / CONTINENTAL,6,HIGH
5703535,62383,1/29/19 0:00,FEC0F3B8-5056-A20B-FA1A176E18538D04,SUBWAY,6822 HARRISBURG,77011,Restaurant - Single Service,SANDWICHES,0,MEDIUM
5756032,97AAC6C4-ECAC-AA56-17A213417DDE156A,3/19/19 0:00,D14867F6-5056-A20B-FA8FFC23B056A67C,LEE'S  CAFE,701 N POST OAK RD STE 120,77024,Restaurant - Single Service,DELI,5,HIGH
5756106,54166,3/19/19 0:00,D6C90478-5056-A20B-FA804C67EA22FED5,HUGO'S,1600 WESTHEIMER,77006,Restaurant - Full Service,MEXICAN / HISPANIC,10,HIGH
5756225,AD237265-FB91-A98E-7723724764136863,3/20/19 0:00,FE88516E-5056-A20B-FAA3FA199DB2AAC0,REGALO DE DIOS - SOUTHWEST,6210 WINDSEPT,77057,"Mobile - Conventional, Unrestricted, Motorized",,5,HIGH
5756265,E6782FA0-BC9D-B5CB-0A3D5C2AD990ACAF,3/20/19 0:00,034BD28F-5056-A20B-FA8AB9CD5D4A79FF,EL TEJANO POLLO ASADO Y REFRESQUERIA,9855 FUQUA STE D,77075,Restaurant - Single Service,"BEVERAGES, ETC.",5,HIGH
5756277,74626,3/20/19 0:00,04280173-5056-A20B-FA93297267A30DF1,RED SNO-WAGON & MORE,1309 ALMEDA GENOA RD,77047,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5756363,D1A6850D-D19F-B979-69F7E0C1716AB6E8,3/21/19 0:00,27F0FF4C-5056-A20B-FAED62DE5D8450E5,SPRING HILL SUITES MARRIOTT,1400  OLD SPANISH TRAIL,77054,Restaurant - Full Service,BREAKFAST,4,MEDIUM
5756370,64907,3/20/19 0:00,29EB8A2F-5056-A20B-FA01DBF95F9CE4AB,NORMANDY CITGO,12776 EAST  FWY,77015,Restaurant - Single Service,,7,HIGH
5721817,C4C56283-E5A4-9A9E-A2CB91B117693A65,1/31/19 0:00,526273FC-5056-A20B-FA2D1BC7CB2276DD,SUPER POLLO - TEXAS COMMISSARY,6530 W 43RD ST,77092,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5721858,B0153357-F78D-D013-D35DCDF74DFDD33B,1/31/19 0:00,5903AD38-5056-A20B-FAE6846AB8CC74CD,CHURCH'S CHICKEN,392 N SAM HOUSTON  PKWY   PKWY E STE D,77060,Restaurant - Single Service,CHICKEN,4,MEDIUM
5721964,D5541337-93DB-07A9-FA80AC8E983DEF8F,2/2/19 0:00,C71D7567-5056-A20B-FAD6014F8736168B,DIMASSI'S MEDITERRANEAN BUFFET,8236 KIRBY STE 120,77054,Restaurant - Full Service,MIDDLE EASTERN,7,HIGH
5722106,54795,2/3/19 0:00,032A08B5-5056-A20B-FA3ECDBF00269108,DOMINO'S PIZZA #6787,5805 LYONS,77020,Restaurant - Single Service,PIZZA,0,MEDIUM
5722110,66145,2/3/19 0:00,03B93613-5056-A20B-FA18D2970AB7CC2A,SHORTY'S SPORTS BAR,7433 1/2 NAVIGATION,77011,Restaurant - Full Service,,0,MEDIUM
5756394,A38BEEA8-ECE2-B637-5EECFD8637779981,3/21/19 0:00,2E525F79-5056-A20B-FA94EF732FC7C7AF,CHICAGO ITALIAN BEEF,1777 AIRLINE STE A,77009,Restaurant - Full Service,PIZZA,7,HIGH
5756611,CCE5B229-FEC6-D365-E25F3CF4EBCDA4FD,3/22/19 0:00,6B7373F3-5056-A20B-FA5DBF0B11A656FB,SAVOR THE BITES,1504 ST EMANUEL,77003,"Mobile - Conventional, Unrestricted , Non-motorized",,6,HIGH
5756622,D37CB0EB-93AE-B699-3B4B6DEA2ED4F28F,3/22/19 0:00,6C8CC9CE-5056-A20B-FA35125223B52561,ST. JOHN'S FIRE - Diana's,1455  WEST LOOP SOUTH,77027,"Mobile - Conventional, Unrestricted, Motorized",,5,HIGH
5756706,70845BA5-3048-9838-FC864DFD5881F3C6,3/24/19 0:00,C7D59C8A-5056-A20B-FA60A0EE252EC0B2,CROWNE PLAZA HOTEL,8686 KIRBY,77054,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5756772,67913,3/24/19 0:00,D2B1F495-5056-A20B-FA5C2EA4676F5B8B,TAMALES DONA TERE,8331 BEECHNUT,77036,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5722146,54089,2/3/19 0:00,1E8A8811-5056-A20B-FA494CD9D3904CC0,CHURCH'S #1059,1533 N WAYSIDE,77020,Restaurant - Single Service,CHICKEN,6,HIGH
5722160,D097A56B-3048-98E7-04E2775A34612536,2/4/19 0:00,1F3FD88E-5056-A20B-FA22516FE1A4D732,SUBWAY #43926,4835 CALHOUN,77004,Restaurant - Single Service,SANDWICHES,5,MEDIUM
5722204,883C8116-CE3F-D142-AB9868E291087765,2/4/19 0:00,24E42890-5056-A20B-FA1CC4F237ED1575,CAFE 101 RESTAURANT,4701 CALHOUN RD STE 100,77004,Restaurant - Single Service,CHINESE,7,HIGH
5722285,63649,2/4/19 0:00,2C4C14ED-5056-A20B-FA5FD7CB2430431C,TIP TOP GROCERY STORE,1644 FEDERAL RD,77015,Restaurant - Single Service,MEXICAN / HISPANIC,7,MEDIUM
5722371,8D44C982-0F9D-6A60-DB977E593B393B96,2/4/19 0:00,310723EB-5056-A20B-FA818F727FAAE988,LONG JOHN SILVER'S,1100 OLD SPANISH TRAIL,77054,Restaurant - Single Service,SEAFOOD,5,MEDIUM
5722374,5229,2/4/19 0:00,3147E2B5-5056-A20B-FA763A6D652CADB1,NINFAS EXPRESS,600 TRAVIS STE 7A,77002,Restaurant - Single Service,,7,HIGH
5722514,9759,2/5/19 0:00,63C961C7-5056-A20B-FA15FA32A3848A83,PAUL'S SNACK SHOP,1213 PRAIRIE,77002,Restaurant - Single Service,SANDWICHES,6,HIGH
5724583,E47B8C8F-BBE5-664D-0DFFECA7A1F6C520,1/29/19 0:00,486E9DBD-A150-4B73-8344D8613FC419F4,NOM NOM NOODLES,1635 ELDRIDGE PKWY STE 400,77077,Restaurant - Single Service,VIETNAMESE,3,MEDIUM
5724594,7DB60A5E-E6BD-5406-91BB7A98284F1773,1/30/19 0:00,D0C4BECF-32B0-4D6D-BE3104CC323FEBB6,GOT BANH MI & PHO,12116 WESTHEIMER,77077,Restaurant - Full Service,,0,HIGH
5728635,70900,2/4/19 0:00,8CA1143F-5056-A20B-FA7E49F8F21FD0A1,STARBUCKS COFFEE # 9374,11200 NORTHWEST  FWY STE 101,77092,Restaurant - Single Service,"BEVERAGES, ETC.",4,MEDIUM
5728671,87CB9EBE-B6CB-17B4-2FD0D11302081F92,2/6/19 0:00,9069E5B2-5056-A20B-FAA3C6F8DF48CAA1,PHO ONE,11148 WESTHEIMER RD,77042-3208,Restaurant - Single Service,VIETNAMESE,6,MEDIUM
5728674,54083,2/6/19 0:00,908453A9-5056-A20B-FAC6D29653767C8F,CHURCH'S #1556,9122 MESA,77028,Restaurant - Single Service,CHICKEN,7,HIGH
5728732,CF851499-D4CC-7A69-D0E767E5B718588D,2/6/19 0:00,9475A0A2-5056-A20B-FA4452801F48225D,RESTAURANT GUATEMALA,3330 HILLCROFT STE N,77057,Restaurant - Full Service,,0,HIGH
5728790,5EF83D5A-DE48-9027-7E88501245B4D082,2/6/19 0:00,977C2E42-5056-A20B-FA8F83FA7A376799,RAFFA'S AMERICAN BISTRO,1660 W LAKE HOUSTON PKWY STE 103,77339,Restaurant - Full Service,LOCAL / CONTINENTAL,9,HIGH
5728876,75620,2/7/19 0:00,C28846F0-5056-A20B-FA0753C8344B886A,DISTRIBUDOR MI JALISCO,10602 BAUMAN,77076,Commissary - Mobile Food Unit,,5,HIGH
5729044,8D0AD638-FA99-7B85-8D2A86C318E3ABB3,2/10/19 0:00,5A84EB1C-5056-A20B-FA8B9012C5B80972,ALICIA'S MEXICAN GRILLE,12002 RICHMOND AVE STE 100,77082,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5756893,7E76707E-EFA6-FB48-F689AC89E6B33F5D,3/25/19 0:00,F91CD355-5056-A20B-FA17B39A87EA7F05,TACO TAXI - 3 BROTHER'S,12534 MARKET ST,77015,"Mobile - Conventional, Unrestricted, Motorized",,4,MEDIUM
5756900,AA95589A-DC1B-7F0D-6AF4808D50BA7BE9,3/24/19 0:00,FA7C55F1-5056-A20B-FA3D88CAF89301BE,NEVERIA Y TAQUERIA EL QUIJOTE,7009 SCHLEY STE 2A,77087,Restaurant - Full Service,,4,MEDIUM
5756959,C4C56283-E5A4-9A9E-A2CB91B117693A65,3/25/19 0:00,FFDC2516-5056-A20B-FA28EBCE9BA731DC,SUPER POLLO - TEXAS COMMISSARY,6530 W 43RD ST,77092,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5756990,74701,3/25/19 0:00,02D83CF0-5056-A20B-FA96177FB3AF6F77,STARBUCKS COFFEE # 10298,2101 SMITH ST STE 101,77002,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5757001,75379,3/25/19 0:00,035AD5EF-5056-A20B-FA2DB5AC12E9E6DA,JASON' DELI,1200 SMITH ST STE 110,77002,Restaurant - Full Service,DELI,5,HIGH
5757078,49810,3/10/19 0:00,08B9CFAC-5056-A20B-FA243F9DFBCBB7A7,H A DAIRY QUEEN,1714 COLLEGE  ST,77017,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5757101,548CB02B-A842-A6B2-6914EA9E27DB3B81,3/25/19 0:00,0A99B034-5056-A20B-FAB77C75C08FB73E,BOOGIE'S CHICAGO STYLE BBQ,8035 W AIRPORT STE 115,77071,Restaurant - Single Service,BARBECUE,6,HIGH
5757183,D4AABA51-A0AD-B261-893BA0A76DD4AE77,3/26/19 0:00,30EC0ED1-5056-A20B-FAC756A6BFF80D21,PAUL'S   KITCHEN,2502 ALGERIAN WAY,77098,Restaurant - Full Service,LOCAL / CONTINENTAL,6,HIGH
5757223,7F5B03A9-3048-94EE-98C70D9DBBD093A2,3/26/19 0:00,35AAFD5C-5056-A20B-FABDEA9B3CF7319E,HEARSAY RESTAURANT,218 TRAVIS,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5757327,FA0CE3A2-FC2E-088E-703C0325614B6662,3/26/19 0:00,3A8E591E-5056-A20B-FA6685FE8491219A,HONEY BEE TEAHOUSE,9715 BELLAIRE STE B,77036,Restaurant - Single Service,,6,HIGH
5757391,63831,3/26/19 0:00,3F92E492-5056-A20B-FA327E4D95C233CC,SPARROW BAR & COOK SHOP,3701 TRAVIS,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5757442,F17B4F17-5056-A20B-FA66F7926BB12A85,3/27/19 0:00,60864B81-5056-A20B-FAAFFCD550DDDE93,DEM BONES BOB-B-Q-GARCIA BROTHERS.,1219 SHEPHERD DR,77007,"Mobile - Conventional, Unrestricted, Motorized",,5,HIGH
5699841,A757FB84-CEC6-A649-AD7291483D70AF65,1/3/19 0:00,B649928D-5056-A20B-FAD6CEE567142308,GRACES',3111 KIRBY DR,77098,Restaurant - Full Service,BAR & GRILL,0,HIGH
5699865,DD57EBC7-998F-9329-C9AD7C80439E54BC,1/3/19 0:00,B9597026-5056-A20B-FA56EA399E3AB3C1,BURGER KING # 5877,3730 SCOTT ST,77004,Restaurant - Single Service,"BURGERS, ETC.",6,MEDIUM
5699901,87B50709-94CC-10FB-23BDC1AE60AE4957,1/3/19 0:00,C4935BD0-5056-A20B-FA702DC30D81F890,ALADDIN MEDITERRANEAN GRILL,912 WESTHEIMER RD,77006,Restaurant - Full Service,MIDDLE EASTERN,8,HIGH
5699906,75440,1/3/19 0:00,C59C6903-5056-A20B-FA7CACC4945125E7,INDIKA RESTAURANT,516 WESTHEIMER,77006,Restaurant - Full Service,INDIAN / PAKISTANI,7,HIGH
5700021,8774,1/6/19 0:00,53C719D7-5056-A20B-FA14D25C23D59710,T'S MINI MART,3604 OATES  RD,77013,Restaurant - Single Service,,3,MEDIUM
5700085,DF4C0497-CAF4-0541-F7394624BD176DA9,1/6/19 0:00,59556F4C-5056-A20B-FACC3DEC8E6AA2B7,SAVANNAH CAFE' & BAKERY,14020 GALVESTON RD STE 180,77598,Restaurant - Full Service,SANDWICHES,8,HIGH
5700094,D3DE78F7-3048-9838-60571DAEEEDD74C4,1/6/19 0:00,5B54B337-5056-A20B-FACBDE6CBE8F472B,Z PIZZA,4010  BISSONNET,77005,Restaurant - Single Service,PIZZA,6,HIGH
5700125,7340,1/7/19 0:00,7C734A7C-5056-A20B-FA3A8C87D3999246,ST ANNE  CATHOLIC CHURCH,2140 WESTHEIMER,77098,Restaurant - Single Service,LOCAL / CONTINENTAL,3,MEDIUM
5700264,C38CBF01-CED8-8970-0BB48B51BB3678FF,1/7/19 0:00,89BD89AB-5056-A20B-FA02DE7DC54CCA4B,SUBWAY #60987,4807 SAN JACINTO STE B,77004,Restaurant - Single Service,SANDWICHES,7,HIGH
5700265,669948A3-C501-9101-BAA2E40FDC5171A4,1/7/19 0:00,89E04B11-5056-A20B-FA675922B1D92500,STAR STOP 01,4 MAXEY RD,77013-4209,Restaurant - Single Service,,3,MEDIUM
5700299,66B28DCD-D37B-3F34-885E092EF8D0B802,1/7/19 0:00,8BD0E426-5056-A20B-FA2BD5DF4D0BA987,YEN JING CHINESE RESTAURANT,17375 STATE HIGHWAY 249 STE 2K,77064,Restaurant - Full Service,CHINESE,6,HIGH
5700322,D234259F-3048-98E1-5C914B1658439870,1/7/19 0:00,8CAC0000-5056-A20B-FA652EE84A14569E,CHUCK E CHEESE,4432 NORTH FWY STE 790,77022,Restaurant - Full Service,PIZZA,7,HIGH
5700389,938BACBC-CF17-D25E-083C8F0568BFBBB9,1/7/19 0:00,AE790051-5056-A20B-FAD2E1991DC120C7,PEKING CHEF,816 MAXEY RD,77013,Restaurant - Full Service,CHINESE,5,HIGH
5700468,952DA379-CA2B-A7F1-E36AFD00ADC4A897,1/8/19 0:00,B5054165-5056-A20B-FAE65C47FF84C64E,PUPUSA BUFFET,7909 HILLCROFT STE A,77081,Restaurant - Full Service,,9,HIGH
5700543,8684,1/8/19 0:00,BBCFEB5A-5056-A20B-FAAD5BFC42918096,SIMON'S & CAJUN SIMONS,1200 MCKINNEY STE 341,77010,Restaurant - Single Service,CAFETERIA,7,HIGH
5700713,CF9879F8-AA92-B2C8-268E90689756694B,1/9/19 0:00,E44C9E38-5056-A20B-FAF2B2722BD030CA,K T  DELI,11511 KATY  FWY NW STE 160,77079,Restaurant - Single Service,DELI,3,MEDIUM
5700725,8528,1/9/19 0:00,E4C51A26-5056-A20B-FA3893875EC98273,LOGAN'S ROADHOUSE,12950 NORTHWEST  FWY,77040,Restaurant - Full Service,BAR & GRILL,7,HIGH
5700778,86BCD3AF-B8E5-455E-79018B317856FFF9,1/9/19 0:00,E98F62B7-5056-A20B-FA65029B61347A87,HYDERABAD HOUSE,6439 WESTHEIMER,77057,Restaurant - Full Service,INDIAN / PAKISTANI,3,MEDIUM
5700819,9072836B-9FC1-53A9-53D676A64FD957D4,1/9/19 0:00,ED50D056-5056-A20B-FA93025141AC5B8F,POPEYE'S,10112 BISSONNET,77036,Restaurant - Single Service,CHICKEN,5,MEDIUM
5700995,DC0EA96B-EDC1-1A62-7394DF7FDA752F1C,1/9/19 0:00,1757CA67-5056-A20B-FAF04BF40230A006,BIBIJO,1302 BLALOCK STE CF5,77055,Restaurant - Full Service,,5,HIGH
5701016,CA6CFB39-E2B6-00BE-59112002AFEAD32D,1/10/19 0:00,19B8E8C9-5056-A20B-FAB31389F3ECE78F,SUBWAY # 29836,5015 WESTHEIMER RD STE A1321,77056,Restaurant - Single Service,SANDWICHES,0,HIGH
5701018,EB294F6B-5056-A20B-FA70579593F91C39,1/10/19 0:00,19D0CBAB-5056-A20B-FA4592C7C9AA202C,CAPONE'S OVEN & BAR,2303 RICHMOND AVE,77098,Restaurant - Full Service,BAR & GRILL,3,MEDIUM
5701047,BC92C611-AE8E-BD24-938AC665985E495A,1/10/19 0:00,1F1B2740-5056-A20B-FAC5E1620134E621,NEW DAC HUNG BARBQUE,12315 BELLAIRE BLVD STE 100,77072,Restaurant - Single Service,,9,HIGH
5701092,87144DF7-D746-1315-36915D8A6C95982E,1/10/19 0:00,23F9FEA2-5056-A20B-FAD58522359AFBE6,CAFE RIAN CAJUN CAFE,8790 FM1960 BYPASS WEST STE A-100,77338,Restaurant - Full Service,CAJUN,5,HIGH
5729058,60385,2/10/19 0:00,5D91CBD0-5056-A20B-FA61CE19A3B19D2A,TAQUERIA CERRITOS - Tex Star,2502 ELYSIAN ST,77009,"Mobile - Conventional, Unrestricted, Motorized",,6,MEDIUM
5729075,F4C0018C-BAEA-AFC9-7BC2D8EA7C0E7ED2,2/10/19 0:00,607C0BDA-5056-A20B-FA53ADE3CFBE3726,YORI YORI,1005 BLALOCK STE B1,77055,Restaurant - Full Service,,0,HIGH
5729093,B971F272-9328-5272-4C8793272072438A,2/10/19 0:00,61E74D4F-5056-A20B-FA2403FB71E7807B,TREE GARDEN RESTAURANT,9504 LONG POINT RD STE A,77055,Restaurant - Single Service,KOREAN,7,HIGH
5729150,6026BA51-C1DC-7AB5-3A1A5893B790AE06,2/10/19 0:00,65EFF5D9-5056-A20B-FA887983E992631B,LA SLEEPY PO BOYS,9591 S MAIN,77025,Restaurant - Single Service,SANDWICHES,6,HIGH
5729194,739BF9FD-DFED-E712-03837A71FDDC9218,2/11/19 0:00,883926D9-5056-A20B-FA76FE4AB3159814,ALO PHO 4U,2838 S HIGHWAY 6 STE B,77082,Restaurant - Full Service,VIETNAMESE,0,HIGH
5729225,87F8FFAD-B1FD-E96C-925F0F06E1E2DE73,2/11/19 0:00,8B38873A-5056-A20B-FAE04D02A785EDEB,AMERICAN ESSENCE CAFE,3555 TIMMONS,77027,Restaurant - Single Service,DELI,6,MEDIUM
5729417,64986,2/12/19 0:00,C045B758-5056-A20B-FAD6B48243BB1367,TAQUERIA EL TAPATIO,4550 N SHEPHERD,77018,Restaurant - Full Service,MEXICAN / HISPANIC,0,HIGH
5729423,A4D5CA63-0C01-EB7B-60BB4322C3B40B36,2/12/19 0:00,C1D2093F-5056-A20B-FA559D3C8B3437E9,SUBWAY # 54814,823 S 75TH ST,77023,Restaurant - Single Service,SANDWICHES,2,LOW
5729455,9D487C35-9F0A-C037-6444D75F10C24BC7,2/12/19 0:00,C8F3E778-5056-A20B-FA3AE37C849CD165,TAQUERIA GOMEZ - Diana's,14106 S POST OAK RD,77045,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5729512,AC439917-B218-0383-7439CF3CA2E9D1D2,2/13/19 0:00,EDB8A6BC-5056-A20B-FAB95908B36DBAB6,HOMETOWN HOTDOGS AND CORN - HEB,3111 WOODRIDGE(HEB),77087,"Mobile - Fixed Location, Unrestricted",,3,MEDIUM
5729521,57443,2/13/19 0:00,EF09C093-5056-A20B-FACD600F741BF68A,TAQUERIA MI JALISCO-TEXAS,10602 BAUMAN,77076,"Mobile - Conventional, Unrestricted, Motorized",,6,MEDIUM
5701185,9ED51084-04A9-94C6-4EFEE725B4D15456,1/12/19 0:00,8A40050E-5056-A20B-FA29ECEAA6432A0E,ASAHI SUSHI,8236 KIRBY STE 200,77054,Restaurant - Full Service,JAPANESE,7,HIGH
5701242,7834,1/13/19 0:00,B7D793E4-5056-A20B-FAEF262C5D6BEE3D,PANDA GARDEN,5534 WESLAYAN,77005,Restaurant - Full Service,CHINESE,8,HIGH
5701266,57444A92-B3B4-45B5-1CEE4CC5E7810C19,1/13/19 0:00,BB6FD057-5056-A20B-FAD03BF9947E9B2E,DOMINO'S PIZZA,12649 MEMORIAL,77024,Restaurant - Single Service,,0,MEDIUM
5701278,AB8E8B7E-CF6D-AD18-B1EFA59B57D877F6,1/13/19 0:00,BBF3B8C1-5056-A20B-FA1646E5F9D1F5E8,ANTONY'S PO BOYS & DELI,10523 KATY  FWY,77024,Restaurant - Single Service,DELI,5,MEDIUM
5701344,D9842F8A-E181-808C-81187DABEF78516A,1/13/19 0:00,C040F09F-5056-A20B-FAB7686406B5D1F7,TA-CON MADRE-SOUTHWEST,12297 BEECHNUT ST,77072,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5701366,B8B3EF99-3048-9838-FC633FB13966D441,1/13/19 0:00,C1D2D50B-5056-A20B-FA73798F685AD9FD,PANDA EXPRESS #1750,7610 FM 960 W,77070,Restaurant - Single Service,CHINESE,4,MEDIUM
5701393,92B57544-FA3C-076A-EE94E01AC33B6F73,1/13/19 0:00,C5CFB55F-5056-A20B-FAD5C48B68A21366,SONIC,711 LOUISIANA ST STE R200,77002,Restaurant - Single Service,"BEVERAGES, ETC.",5,HIGH
5701500,61637,1/14/19 0:00,EFC86987-5056-A20B-FAEF6CADDB9F5F32,STARBUCKS COFFEE CO #6950,500 BAYBROOK MALL STE 1170,77546,Restaurant - Full Service,,0,MEDIUM
5701830,55F601DF-5056-A20B-FA6CFA4D1CAC34DE,1/16/19 0:00,5619E1C0-5056-A20B-FACA2FD4C4209B6C,REFRESQUERIA #2,6285 BISSONNET,77081,Restaurant - Single Service,,0,LOW
5701832,AB1CFD51-01FA-ED08-857D37035D120291,1/16/19 0:00,563BB956-5056-A20B-FA9EFB610EC874D5,"HOT DOGS,NACHOS,CORN & MORE",1523 LITTLE YORK,77093,"Mobile - Fixed Location, Unrestricted",,4,MEDIUM
5701861,63351F0B-C52C-97AE-654610771D73B2D7,1/16/19 0:00,5795272D-5056-A20B-FAD1FC44F56BAB26,WENDY'S # 2,7215 FONDREN RD,77036,Restaurant - Single Service,"BURGERS, ETC.",4,MEDIUM
5739738,F9AD0C61-D872-804D-EBE3DDF21CEFD55C,3/13/19 0:00,861AC9ED-2F43-408D-835D056182DEB01B,BP CORPORATION,201 HELIOS  WAY,77079,Restaurant - Full Service,LOCAL / CONTINENTAL,9,HIGH
5749565,EFE96A8A-5056-A20B-FA3F230F7D1BAB90,2/13/19 0:00,F2BE7C99-5056-A20B-FACBC1DE14A469F6,GORDITAS EL MAPACHE #1 - SOUTHWEST,6633 HILLCROFT,77081,"Mobile - Conventional, Unrestricted, Motorized",,7,HIGH
5749572,FFE74D02-BE5D-51F8-3DFAF51D118C6C0B,2/13/19 0:00,F40B9681-5056-A20B-FA6EE846B40263F3,PHO NGON RESTAURANT,10780 BELLAIRE,77072,Restaurant - Full Service,VIETNAMESE,7,HIGH
5749593,548CB02B-A842-A6B2-6914EA9E27DB3B81,2/13/19 0:00,F5CFCB76-5056-A20B-FA2D155CD2F472C6,BOOGIE'S CHICAGO STYLE BBQ,8035 W AIRPORT STE 115,77071,Restaurant - Single Service,BARBECUE,6,HIGH
5749726,7DA1016D-CE3F-351B-C0381ADD8218D473,2/13/19 0:00,FFDE971E-5056-A20B-FAD00AC8239FC636,MALA SICHUAN BISTRO,9348 BELLAIRE BLVD,77036,Restaurant - Full Service,CHINESE,6,HIGH
5749794,71103,2/14/19 0:00,278910DC-5056-A20B-FAB6BAE33B37B1A5,SUBWAY # 33728,9855   BLACKHAWK,77075,Restaurant - Single Service,DELI,6,MEDIUM
5757465,E1B20E83-E84F-E732-F22A796EB14E5E0F,3/25/19 0:00,62BC02B7-5056-A20B-FA22BD8D61D9110B,CAFE PITA,5501 MCCULLOCH CIR,77056,Restaurant - Full Service,,6,HIGH
